episode,reward,steps,epsilon,loss
641,75.44861406087875,82,0.05,
642,59.936678528785706,65,0.05,
643,97.12951338291168,103,0.05,
644,30.659315049648285,35,0.05,
645,23.42411959171295,28,0.05,
646,35.409683406353,40,0.05,
647,18.403756976127625,23,0.05,
648,56.13120526075363,61,0.05,
649,32.57142275571823,37,0.05,
650,25.483558118343353,30,0.05,
651,43.25872129201889,48,0.05,
652,39.505727887153625,44,0.05,
653,63.811989068984985,69,0.05,
654,13.362543642520905,18,0.05,
655,39.37887454032898,44,0.05,
656,48.08649826049805,53,0.05,
657,25.091385543346405,30,0.05,
658,14.384621322154999,19,0.05,
659,65.6873151063919,71,0.05,
660,46.22671568393707,51,0.05,
661,30.65420836210251,35,0.05,
662,63.880977153778076,69,0.05,
663,16.185325980186462,21,0.05,
664,22.35288405418396,27,0.05,
665,18.403603315353394,23,0.05,
666,22.459034979343414,27,0.05,
667,32.38004797697067,37,0.05,
668,27.44417542219162,32,0.05,
669,61.0880651473999,66,0.05,
670,40.5273956656456,45,0.05,
671,54.06069087982178,59,0.05,
672,45.359547197818756,50,0.05,
673,31.65352553129196,36,0.05,
674,24.57481276988983,29,0.05,
675,75.38782054185867,81,0.05,
676,45.340617060661316,50,0.05,
677,42.47615170478821,47,0.05,
678,30.48188066482544,35,0.05,
679,36.416111409664154,41,0.05,
680,24.247831344604492,29,0.05,
681,23.21003669500351,28,0.05,
682,31.486774384975433,36,0.05,
683,22.488575518131256,27,0.05,
684,44.354309022426605,49,0.05,
685,45.3551179766655,50,0.05,
686,38.57021111249924,43,0.05,
687,17.369914293289185,22,0.05,
688,42.318003594875336,47,0.05,
689,24.217528462409973,29,0.05,
690,17.338447511196136,22,0.05,
691,25.53013914823532,30,0.05,
692,55.024760723114014,60,0.05,
693,62.032940328121185,67,0.05,
694,37.37981915473938,42,0.05,
695,23.292489230632782,28,0.05,
696,37.488864064216614,42,0.05,
697,35.49551236629486,40,0.05,
698,16.355451583862305,21,0.05,
699,22.39662891626358,27,0.05,
700,56.966563403606415,62,0.05,
701,52.23363620042801,57,0.05,
702,25.60203766822815,30,0.05,
703,53.17507642507553,58,0.05,
704,21.520725548267365,26,0.05,
705,18.009466350078583,23,0.05,
706,73.7863941192627,79,0.05,
707,72.64140290021896,78,0.05,
708,36.413722813129425,41,0.05,
709,33.61444818973541,38,0.05,
710,31.433899641036987,36,0.05,
711,24.541690468788147,29,0.05,
712,22.43200707435608,27,0.05,
713,109.13382703065872,115,0.05,
714,28.54571032524109,33,0.05,
715,45.32478719949722,50,0.05,
716,51.19672775268555,56,0.05,
717,20.611482858657837,25,0.05,
718,74.42190253734589,80,0.05,
719,29.52137929201126,34,0.05,
720,80.39509123563766,86,0.05,
721,34.331785678863525,39,0.05,
722,13.359874427318573,18,0.05,
723,16.458838641643524,21,0.05,
724,34.31800073385239,39,0.05,
725,35.449184596538544,40,0.05,
726,34.520010352134705,39,0.05,
727,25.457710683345795,30,0.05,
728,32.530942261219025,37,0.05,
729,24.448320388793945,29,0.05,
730,19.19174063205719,24,0.05,
731,19.107446432113647,24,0.05,
732,50.29125678539276,55,0.05,
733,36.42630726099014,41,0.05,
734,36.412293910980225,41,0.05,
735,16.368783116340637,21,0.05,
736,48.16379278898239,53,0.05,
737,76.62856298685074,83,0.05,
738,24.29046779870987,29,0.05,
739,33.53227597475052,38,0.05,
740,31.40926319360733,36,0.05,
741,20.533442854881287,25,0.05,
742,46.311613619327545,51,0.05,
743,52.99095273017883,58,0.05,
744,50.103687822818756,55,0.05,
745,29.55931979417801,34,0.05,
746,47.26393610239029,52,0.05,
747,19.540547311306,24,0.05,
748,21.32411962747574,26,0.05,
749,30.531127154827118,35,0.05,
750,40.31954091787338,45,0.05,
751,29.40118509531021,34,0.05,
752,52.18274939060211,57,0.05,
753,31.483480095863342,36,0.05,
754,43.32193315029144,48,0.05,
755,30.59663289785385,35,0.05,
756,23.491551458835602,28,0.05,
757,42.43520140647888,47,0.05,
758,25.28349506855011,30,0.05,
759,17.593189001083374,22,0.05,
760,14.453582882881165,19,0.05,
761,30.56080198287964,35,0.05,
762,50.27359336614609,55,0.05,
763,127.83391678333282,134,0.05,
764,64.00463145971298,69,0.05,
765,45.28984797000885,50,0.05,
766,49.323096096515656,54,0.05,
767,64.71769732236862,70,0.05,
768,15.37117463350296,20,0.05,
769,33.2801930308342,38,0.05,
770,30.186388969421387,35,0.05,
771,16.330739855766296,21,0.05,
772,86.49570614099503,92,0.05,
773,23.44369065761566,28,0.05,
774,30.543180465698242,35,0.05,
775,72.728644490242,78,0.05,
776,43.23296105861664,48,0.05,
777,27.559252381324768,32,0.05,
